HistoryID,UserID,DestinationID,VisitDate,ExperienceRating
501,676,117,2024-03-20,2
502,27,702,2024-01-01,5
503,944,732,2024-02-15,3
504,613,146,2024-03-20,3
505,614,501,2024-01-01,2
506,373,867,2024-02-15,5
507,169,196,2024-03-20,5
508,482,265,2024-01-01,3
509,535,317,2024-02-15,4
510,343,258,2024-03-20,1
511,16,970,2024-01-01,2
512,401,435,2024-02-15,1
513,65,922,2024-03-20,4
514,767,877,2024-01-01,4
515,137,305,2024-02-15,5
516,992,296,2024-03-20,5
517,528,872,2024-01-01,4
518,59,468,2024-02-15,4
519,528,824,2024-03-20,1
520,597,386,2024-01-01,5
521,290,133,2024-02-15,3
522,657,773,2024-03-20,5
523,400,134,2024-01-01,1
524,750,460,2024-02-15,1
525,833,433,2024-03-20,1
526,773,14,2024-01-01,3
527,285,167,2024-02-15,2
528,184,394,2024-03-20,3
529,560,349,2024-01-01,4
530,498,507,2024-02-15,3
531,659,969,2024-03-20,3
532,591,679,2024-01-01,4
533,964,113,2024-02-15,4
534,458,377,2024-03-20,2
535,572,685,2024-01-01,3
536,502,978,2024-02-15,1
537,635,803,2024-03-20,4
538,512,495,2024-01-01,2
539,609,82,2024-02-15,2
540,758,938,2024-03-20,4
541,30,239,2024-01-01,5
542,124,881,2024-02-15,3
543,678,706,2024-03-20,3
544,3,421,2024-01-01,4
545,928,41,2024-02-15,3
546,424,211,2024-03-20,5
547,778,429,2024-01-01,5
548,490,4,2024-02-15,1
549,765,169,2024-03-20,2
550,286,968,2024-01-01,1
551,235,186,2024-02-15,2
552,122,348,2024-03-20,1
553,982,544,2024-01-01,1
554,679,447,2024-02-15,5
555,210,301,2024-03-20,1
556,346,128,2024-01-01,4
557,953,421,2024-02-15,2
558,862,103,2024-03-20,2
559,290,169,2024-01-01,2
560,93,920,2024-02-15,2
561,217,174,2024-03-20,4
562,940,411,2024-01-01,5
563,197,728,2024-02-15,4
564,930,688,2024-03-20,2
565,943,479,2024-01-01,4
566,35,573,2024-02-15,2
567,366,624,2024-03-20,2
568,214,417,2024-01-01,3
569,560,657,2024-02-15,3
570,684,772,2024-03-20,2
571,373,865,2024-01-01,1
572,623,470,2024-02-15,1
573,474,273,2024-03-20,4
574,42,500,2024-01-01,4
575,394,201,2024-02-15,1
576,104,635,2024-03-20,1
577,13,340,2024-01-01,5
578,868,259,2024-02-15,5
579,954,584,2024-03-20,2
580,342,105,2024-01-01,3
581,754,306,2024-02-15,2
582,87,254,2024-03-20,3
583,441,65,2024-01-01,2
584,878,872,2024-02-15,4
585,757,528,2024-03-20,4
586,516,814,2024-01-01,1
587,915,374,2024-02-15,1
588,718,723,2024-03-20,4
589,269,62,2024-01-01,3
590,621,566,2024-02-15,5
591,688,22,2024-03-20,3
592,905,727,2024-01-01,2
593,709,984,2024-02-15,3
594,713,251,2024-03-20,2
595,158,552,2024-01-01,4
596,400,487,2024-02-15,1
597,318,191,2024-03-20,2
598,699,7,2024-01-01,2
599,1,941,2024-02-15,5
600,367,408,2024-03-20,3
601,578,761,2024-01-01,1
602,951,834,2024-02-15,1
603,54,678,2024-03-20,2
604,573,227,2024-01-01,2
605,93,847,2024-02-15,4
606,320,220,2024-03-20,4
607,325,525,2024-01-01,4
608,567,899,2024-02-15,5
609,849,871,2024-03-20,5
610,944,702,2024-01-01,3
611,855,20,2024-02-15,1
612,42,468,2024-03-20,2
613,677,239,2024-01-01,2
614,382,236,2024-02-15,3
615,668,322,2024-03-20,4
616,674,295,2024-01-01,1
617,336,986,2024-02-15,1
618,484,850,2024-03-20,1
619,923,510,2024-01-01,2
620,799,568,2024-02-15,1
621,239,690,2024-03-20,5
622,174,784,2024-01-01,1
623,985,393,2024-02-15,4
624,812,153,2024-03-20,3
625,459,967,2024-01-01,2
626,873,135,2024-02-15,2
627,230,582,2024-03-20,3
628,391,541,2024-01-01,3
629,272,9,2024-02-15,2
630,407,35,2024-03-20,2
631,384,383,2024-01-01,3
632,468,159,2024-02-15,5
633,647,531,2024-03-20,4
634,148,368,2024-01-01,4
635,612,962,2024-02-15,5
636,942,984,2024-03-20,1
637,448,287,2024-01-01,2
638,332,583,2024-02-15,1
639,191,389,2024-03-20,1
640,774,381,2024-01-01,2
641,44,670,2024-02-15,5
642,916,627,2024-03-20,1
643,850,761,2024-01-01,4
644,349,53,2024-02-15,1
645,158,967,2024-03-20,2
646,480,490,2024-01-01,2
647,870,424,2024-02-15,2
648,466,39,2024-03-20,4
649,769,236,2024-01-01,1
650,260,167,2024-02-15,5
651,937,712,2024-03-20,1
652,82,360,2024-01-01,4
653,348,2,2024-02-15,4
654,814,137,2024-03-20,1
655,769,611,2024-01-01,3
656,9,890,2024-02-15,4
657,528,619,2024-03-20,2
658,197,396,2024-01-01,4
659,834,866,2024-02-15,4
660,168,331,2024-03-20,5
661,711,831,2024-01-01,2
662,302,49,2024-02-15,1
663,647,748,2024-03-20,1
664,418,373,2024-01-01,4
665,972,83,2024-02-15,1
666,745,171,2024-03-20,4
667,878,661,2024-01-01,4
668,101,537,2024-02-15,4
669,888,8,2024-03-20,3
670,865,750,2024-01-01,2
671,394,886,2024-02-15,1
672,106,655,2024-03-20,1
673,722,307,2024-01-01,1
674,654,718,2024-02-15,2
675,520,389,2024-03-20,4
676,184,878,2024-01-01,3
677,328,477,2024-02-15,1
678,846,974,2024-03-20,2
679,902,316,2024-01-01,2
680,806,529,2024-02-15,1
681,597,871,2024-03-20,2
682,465,511,2024-01-01,2
683,401,959,2024-02-15,5
684,868,944,2024-03-20,1
685,686,544,2024-01-01,1
686,55,808,2024-02-15,3
687,934,791,2024-03-20,1
688,188,387,2024-01-01,5
689,651,725,2024-02-15,2
690,950,537,2024-03-20,4
691,978,239,2024-01-01,4
692,999,811,2024-02-15,3
693,184,485,2024-03-20,1
694,372,472,2024-01-01,2
695,778,365,2024-02-15,1
696,135,836,2024-03-20,5
697,945,839,2024-01-01,3
698,102,849,2024-02-15,2
699,374,633,2024-03-20,2
700,526,20,2024-01-01,3
701,294,220,2024-02-15,3
702,800,269,2024-03-20,1
703,893,146,2024-01-01,3
704,614,590,2024-02-15,5
705,826,413,2024-03-20,4
706,507,7,2024-01-01,2
707,315,463,2024-02-15,1
708,102,511,2024-03-20,3
709,166,259,2024-01-01,5
710,11,89,2024-02-15,3
711,56,92,2024-03-20,5
712,722,416,2024-01-01,2
713,50,114,2024-02-15,3
714,300,194,2024-03-20,1
715,834,361,2024-01-01,5
716,209,727,2024-02-15,1
717,700,535,2024-03-20,4
718,303,128,2024-01-01,2
719,809,483,2024-02-15,5
720,849,676,2024-03-20,2
721,220,606,2024-01-01,3
722,896,189,2024-02-15,4
723,637,24,2024-03-20,1
724,98,398,2024-01-01,1
725,631,569,2024-02-15,1
726,43,200,2024-03-20,1
727,961,355,2024-01-01,2
728,689,950,2024-02-15,3
729,729,874,2024-03-20,3
730,970,270,2024-01-01,5
731,934,36,2024-02-15,2
732,498,913,2024-03-20,1
733,531,367,2024-01-01,4
734,15,481,2024-02-15,4
735,228,395,2024-03-20,1
736,637,637,2024-01-01,5
737,366,416,2024-02-15,1
738,823,109,2024-03-20,3
739,693,488,2024-01-01,1
740,837,287,2024-02-15,3
741,216,112,2024-03-20,1
742,798,975,2024-01-01,5
743,207,587,2024-02-15,3
744,187,717,2024-03-20,4
745,208,808,2024-01-01,3
746,308,185,2024-02-15,3
747,95,67,2024-03-20,2
748,103,828,2024-01-01,2
749,63,747,2024-02-15,2
750,397,85,2024-03-20,3
751,240,935,2024-01-01,2
752,153,864,2024-02-15,2
753,930,556,2024-03-20,2
754,72,714,2024-01-01,3
755,928,108,2024-02-15,4
756,213,905,2024-03-20,4
757,94,280,2024-01-01,1
758,773,133,2024-02-15,3
759,712,476,2024-03-20,3
760,201,988,2024-01-01,3
761,336,347,2024-02-15,2
762,360,555,2024-03-20,2
763,990,81,2024-01-01,3
764,939,19,2024-02-15,3
765,305,806,2024-03-20,1
766,168,301,2024-01-01,2
767,250,662,2024-02-15,3
768,564,188,2024-03-20,3
769,328,653,2024-01-01,5
770,607,573,2024-02-15,2
771,281,228,2024-03-20,5
772,185,768,2024-01-01,3
773,830,768,2024-02-15,2
774,200,826,2024-03-20,3
775,265,731,2024-01-01,1
776,925,198,2024-02-15,3
777,500,482,2024-03-20,5
778,912,786,2024-01-01,3
779,602,572,2024-02-15,5
780,26,952,2024-03-20,5
781,992,259,2024-01-01,1
782,123,148,2024-02-15,3
783,274,772,2024-03-20,4
784,478,539,2024-01-01,2
785,694,650,2024-02-15,2
786,964,771,2024-03-20,2
787,402,613,2024-01-01,2
788,803,950,2024-02-15,5
789,159,477,2024-03-20,3
790,34,910,2024-01-01,5
791,419,578,2024-02-15,1
792,851,956,2024-03-20,3
793,328,292,2024-01-01,1
794,868,661,2024-02-15,5
795,220,273,2024-03-20,5
796,100,53,2024-01-01,3
797,590,171,2024-02-15,4
798,542,405,2024-03-20,1
799,20,674,2024-01-01,4
800,793,422,2024-02-15,2
801,388,852,2024-03-20,4
802,45,474,2024-01-01,2
803,299,662,2024-02-15,4
804,973,628,2024-03-20,3
805,106,357,2024-01-01,2
806,233,120,2024-02-15,5
807,148,176,2024-03-20,1
808,701,985,2024-01-01,2
809,276,928,2024-02-15,1
810,929,770,2024-03-20,3
811,386,290,2024-01-01,4
812,824,636,2024-02-15,4
813,871,970,2024-03-20,5
814,688,448,2024-01-01,4
815,546,586,2024-02-15,4
816,310,948,2024-03-20,1
817,178,142,2024-01-01,4
818,906,813,2024-02-15,3
819,206,354,2024-03-20,2
820,278,24,2024-01-01,2
821,177,17,2024-02-15,2
822,759,182,2024-03-20,5
823,348,414,2024-01-01,1
824,212,42,2024-02-15,1
825,78,581,2024-03-20,3
826,231,565,2024-01-01,5
827,875,330,2024-02-15,2
828,799,390,2024-03-20,4
829,16,40,2024-01-01,4
830,254,301,2024-02-15,2
831,576,578,2024-03-20,5
832,393,374,2024-01-01,5
833,322,618,2024-02-15,5
834,783,894,2024-03-20,2
835,535,268,2024-01-01,1
836,898,21,2024-02-15,3
837,821,410,2024-03-20,5
838,928,190,2024-01-01,3
839,834,245,2024-02-15,2
840,21,489,2024-03-20,3
841,234,676,2024-01-01,1
842,600,372,2024-02-15,5
843,851,384,2024-03-20,4
844,378,398,2024-01-01,2
845,811,294,2024-02-15,5
846,606,303,2024-03-20,3
847,706,776,2024-01-01,2
848,859,566,2024-02-15,5
849,117,154,2024-03-20,2
850,797,948,2024-01-01,2
851,74,801,2024-02-15,1
852,60,421,2024-03-20,2
853,903,16,2024-01-01,5
854,258,721,2024-02-15,1
855,7,670,2024-03-20,1
856,431,97,2024-01-01,4
857,475,821,2024-02-15,5
858,629,110,2024-03-20,5
859,618,903,2024-01-01,3
860,291,732,2024-02-15,3
861,476,987,2024-03-20,3
862,551,944,2024-01-01,1
863,17,764,2024-02-15,3
864,838,335,2024-03-20,1
865,454,457,2024-01-01,2
866,238,872,2024-02-15,2
867,367,660,2024-03-20,5
868,101,984,2024-01-01,3
869,509,849,2024-02-15,1
870,42,653,2024-03-20,1
871,112,691,2024-01-01,5
872,262,202,2024-02-15,2
873,996,452,2024-03-20,3
874,662,959,2024-01-01,1
875,872,782,2024-02-15,1
876,1,467,2024-03-20,3
877,174,175,2024-01-01,2
878,518,4,2024-02-15,3
879,299,803,2024-03-20,4
880,651,181,2024-01-01,1
881,226,485,2024-02-15,5
882,680,628,2024-03-20,4
883,177,466,2024-01-01,5
884,706,306,2024-02-15,2
885,326,986,2024-03-20,2
886,599,5,2024-01-01,5
887,452,991,2024-02-15,1
888,333,685,2024-03-20,5
889,195,898,2024-01-01,4
890,813,441,2024-02-15,2
891,37,909,2024-03-20,3
892,169,392,2024-01-01,1
893,924,292,2024-02-15,1
894,461,823,2024-03-20,2
895,679,507,2024-01-01,4
896,437,632,2024-02-15,2
897,681,378,2024-03-20,2
898,904,75,2024-01-01,3
899,268,757,2024-02-15,1
900,923,218,2024-03-20,1
901,234,55,2024-01-01,5
902,815,471,2024-02-15,2
903,325,756,2024-03-20,4
904,7,953,2024-01-01,5
905,764,735,2024-02-15,3
906,390,59,2024-03-20,4
907,706,484,2024-01-01,1
908,132,967,2024-02-15,2
909,727,732,2024-03-20,2
910,897,284,2024-01-01,2
911,376,408,2024-02-15,2
912,803,161,2024-03-20,1
913,672,21,2024-01-01,3
914,550,113,2024-02-15,3
915,34,297,2024-03-20,1
916,445,633,2024-01-01,2
917,497,103,2024-02-15,1
918,626,952,2024-03-20,4
919,619,711,2024-01-01,1
920,755,344,2024-02-15,2
921,978,547,2024-03-20,2
922,381,432,2024-01-01,5
923,663,483,2024-02-15,3
924,234,42,2024-03-20,1
925,379,800,2024-01-01,3
926,378,881,2024-02-15,3
927,345,84,2024-03-20,4
928,785,200,2024-01-01,5
929,16,176,2024-02-15,1
930,302,274,2024-03-20,2
931,978,76,2024-01-01,4
932,677,195,2024-02-15,4
933,734,409,2024-03-20,5
934,404,667,2024-01-01,4
935,745,114,2024-02-15,2
936,351,866,2024-03-20,1
937,737,369,2024-01-01,1
938,485,315,2024-02-15,5
939,377,835,2024-03-20,2
940,442,983,2024-01-01,1
941,636,115,2024-02-15,3
942,568,805,2024-03-20,5
943,358,48,2024-01-01,1
944,271,767,2024-02-15,2
945,913,149,2024-03-20,1
946,411,724,2024-01-01,5
947,364,262,2024-02-15,4
948,534,113,2024-03-20,3
949,380,662,2024-01-01,3
950,225,64,2024-02-15,5
951,394,185,2024-03-20,3
952,859,955,2024-01-01,1
953,797,546,2024-02-15,4
954,565,106,2024-03-20,5
955,936,346,2024-01-01,4
956,574,326,2024-02-15,2
957,497,369,2024-03-20,2
958,352,261,2024-01-01,2
959,308,826,2024-02-15,3
960,240,700,2024-03-20,1
961,260,7,2024-01-01,1
962,799,55,2024-02-15,3
963,711,705,2024-03-20,5
964,913,726,2024-01-01,3
965,340,645,2024-02-15,2
966,679,852,2024-03-20,1
967,474,24,2024-01-01,5
968,283,100,2024-02-15,3
969,379,786,2024-03-20,2
970,968,958,2024-01-01,2
971,740,692,2024-02-15,3
972,655,795,2024-03-20,5
973,40,654,2024-01-01,5
974,750,160,2024-02-15,3
975,752,799,2024-03-20,3
976,934,202,2024-01-01,1
977,592,646,2024-02-15,5
978,322,424,2024-03-20,3
979,627,499,2024-01-01,2
980,99,37,2024-02-15,4
981,135,818,2024-03-20,4
982,199,396,2024-01-01,3
983,326,880,2024-02-15,1
984,286,697,2024-03-20,2
985,50,224,2024-01-01,2
986,76,29,2024-02-15,5
987,843,886,2024-03-20,1
988,564,348,2024-01-01,2
989,684,142,2024-02-15,2
990,968,567,2024-03-20,5
991,978,800,2024-01-01,1
992,704,642,2024-02-15,1
993,734,445,2024-03-20,4
994,589,20,2024-01-01,1
995,129,240,2024-02-15,3
996,634,359,2024-03-20,3
997,831,78,2024-01-01,1
998,959,660,2024-02-15,4
999,538,30,2024-03-20,5
