ReviewID,DestinationID,UserID,Rating,ReviewText
501,501,53,5,A historical wonder
502,845,725,4,Incredible monument!
503,543,301,4,Loved the beaches!
504,731,576,3,A historical wonder
505,819,645,5,Incredible monument!
506,910,752,2,Loved the beaches!
507,600,472,2,A historical wonder
508,251,640,2,Incredible monument!
509,277,568,5,Loved the beaches!
510,740,679,4,A historical wonder
511,749,741,2,Incredible monument!
512,547,295,2,Loved the beaches!
513,661,590,2,A historical wonder
514,31,418,3,Incredible monument!
515,27,588,2,Loved the beaches!
516,695,724,5,A historical wonder
517,273,595,5,Incredible monument!
518,753,126,2,Loved the beaches!
519,879,381,3,A historical wonder
520,917,146,3,Incredible monument!
521,546,44,4,Loved the beaches!
522,247,873,3,A historical wonder
523,320,863,5,Incredible monument!
524,380,459,1,Loved the beaches!
525,780,386,5,A historical wonder
526,194,522,3,Incredible monument!
527,565,817,1,Loved the beaches!
528,322,925,3,A historical wonder
529,93,914,5,Incredible monument!
530,988,565,1,Loved the beaches!
531,409,627,4,A historical wonder
532,535,151,2,Incredible monument!
533,112,264,1,Loved the beaches!
534,662,97,4,A historical wonder
535,335,126,4,Incredible monument!
536,945,740,4,Loved the beaches!
537,91,273,5,A historical wonder
538,113,804,2,Incredible monument!
539,552,839,4,Loved the beaches!
540,351,954,2,A historical wonder
541,996,878,5,Incredible monument!
542,176,80,1,Loved the beaches!
543,623,805,4,A historical wonder
544,551,881,2,Incredible monument!
545,264,48,4,Loved the beaches!
546,765,695,1,A historical wonder
547,408,570,4,Incredible monument!
548,410,608,1,Loved the beaches!
549,297,70,3,A historical wonder
550,915,700,4,Incredible monument!
551,210,188,2,Loved the beaches!
552,812,602,5,A historical wonder
553,605,128,1,Incredible monument!
554,388,788,5,Loved the beaches!
555,639,627,5,A historical wonder
556,50,628,1,Incredible monument!
557,974,284,5,Loved the beaches!
558,60,180,2,A historical wonder
559,213,162,4,Incredible monument!
560,493,256,5,Loved the beaches!
561,868,437,3,A historical wonder
562,967,51,1,Incredible monument!
563,511,613,5,Loved the beaches!
564,632,129,5,A historical wonder
565,150,636,3,Incredible monument!
566,617,947,3,Loved the beaches!
567,52,784,2,A historical wonder
568,343,603,3,Incredible monument!
569,441,280,2,Loved the beaches!
570,502,945,5,A historical wonder
571,640,579,5,Incredible monument!
572,914,408,2,Loved the beaches!
573,810,493,5,A historical wonder
574,653,825,1,Incredible monument!
575,484,325,1,Loved the beaches!
576,134,35,5,A historical wonder
577,603,183,1,Incredible monument!
578,998,287,4,Loved the beaches!
579,361,387,2,A historical wonder
580,384,320,3,Incredible monument!
581,132,245,2,Loved the beaches!
582,622,347,3,A historical wonder
583,340,255,4,Incredible monument!
584,902,295,2,Loved the beaches!
585,734,929,2,A historical wonder
586,479,882,5,Incredible monument!
587,682,26,2,Loved the beaches!
588,14,890,2,A historical wonder
589,347,652,1,Incredible monument!
590,431,194,2,Loved the beaches!
591,476,796,4,A historical wonder
592,326,647,3,Incredible monument!
593,696,819,5,Loved the beaches!
594,699,462,4,A historical wonder
595,278,623,3,Incredible monument!
596,688,814,3,Loved the beaches!
597,456,202,2,A historical wonder
598,974,15,5,Incredible monument!
599,154,752,3,Loved the beaches!
600,118,458,4,A historical wonder
601,965,234,3,Incredible monument!
602,820,577,4,Loved the beaches!
603,51,494,1,A historical wonder
604,420,233,1,Incredible monument!
605,797,805,5,Loved the beaches!
606,848,495,1,A historical wonder
607,999,221,4,Incredible monument!
608,395,847,3,Loved the beaches!
609,676,205,3,A historical wonder
610,106,327,2,Incredible monument!
611,757,821,2,Loved the beaches!
612,492,36,5,A historical wonder
613,276,244,5,Incredible monument!
614,109,877,3,Loved the beaches!
615,315,854,4,A historical wonder
616,779,485,2,Incredible monument!
617,652,798,2,Loved the beaches!
618,236,672,5,A historical wonder
619,273,165,2,Incredible monument!
620,744,193,1,Loved the beaches!
621,383,712,3,A historical wonder
622,96,130,5,Incredible monument!
623,530,24,3,Loved the beaches!
624,829,954,2,A historical wonder
625,891,863,1,Incredible monument!
626,55,939,5,Loved the beaches!
627,867,4,1,A historical wonder
628,11,468,4,Incredible monument!
629,565,494,4,Loved the beaches!
630,731,993,4,A historical wonder
631,415,857,1,Incredible monument!
632,371,706,5,Loved the beaches!
633,516,365,4,A historical wonder
634,293,672,3,Incredible monument!
635,492,780,2,Loved the beaches!
636,785,517,4,A historical wonder
637,527,508,2,Incredible monument!
638,873,121,2,Loved the beaches!
639,738,807,4,A historical wonder
640,556,445,1,Incredible monument!
641,269,209,3,Loved the beaches!
642,983,531,3,A historical wonder
643,367,284,5,Incredible monument!
644,123,551,1,Loved the beaches!
645,124,102,5,A historical wonder
646,259,668,1,Incredible monument!
647,334,653,1,Loved the beaches!
648,511,292,5,A historical wonder
649,52,816,4,Incredible monument!
650,547,828,2,Loved the beaches!
651,372,828,1,A historical wonder
652,424,429,2,Incredible monument!
653,752,608,1,Loved the beaches!
654,937,451,2,A historical wonder
655,322,217,5,Incredible monument!
656,629,639,1,Loved the beaches!
657,703,331,5,A historical wonder
658,160,452,2,Incredible monument!
659,170,297,4,Loved the beaches!
660,408,92,3,A historical wonder
661,196,981,4,Incredible monument!
662,174,377,1,Loved the beaches!
663,614,574,5,A historical wonder
664,47,220,4,Incredible monument!
665,364,165,2,Loved the beaches!
666,1,479,1,A historical wonder
667,978,961,5,Incredible monument!
668,681,426,2,Loved the beaches!
669,711,174,1,A historical wonder
670,174,841,5,Incredible monument!
671,785,840,2,Loved the beaches!
672,333,39,5,A historical wonder
673,441,984,1,Incredible monument!
674,293,84,2,Loved the beaches!
675,302,134,2,A historical wonder
676,14,953,4,Incredible monument!
677,109,677,3,Loved the beaches!
678,217,258,1,A historical wonder
679,54,755,2,Incredible monument!
680,645,936,4,Loved the beaches!
681,693,580,3,A historical wonder
682,392,179,1,Incredible monument!
683,198,100,3,Loved the beaches!
684,806,494,5,A historical wonder
685,609,846,4,Incredible monument!
686,290,678,3,Loved the beaches!
687,391,324,3,A historical wonder
688,555,556,5,Incredible monument!
689,924,839,2,Loved the beaches!
690,629,797,4,A historical wonder
691,851,520,3,Incredible monument!
692,391,671,3,Loved the beaches!
693,388,314,2,A historical wonder
694,475,696,1,Incredible monument!
695,318,624,5,Loved the beaches!
696,455,916,3,A historical wonder
697,421,147,5,Incredible monument!
698,954,855,1,Loved the beaches!
699,169,163,1,A historical wonder
700,333,160,1,Incredible monument!
701,61,184,4,Loved the beaches!
702,766,118,2,A historical wonder
703,386,594,3,Incredible monument!
704,510,993,5,Loved the beaches!
705,810,359,3,A historical wonder
706,890,454,5,Incredible monument!
707,940,635,1,Loved the beaches!
708,942,265,3,A historical wonder
709,64,779,2,Incredible monument!
710,211,351,1,Loved the beaches!
711,343,469,4,A historical wonder
712,595,377,2,Incredible monument!
713,921,61,2,Loved the beaches!
714,929,843,2,A historical wonder
715,334,168,4,Incredible monument!
716,274,745,3,Loved the beaches!
717,500,934,5,A historical wonder
718,657,329,2,Incredible monument!
719,451,314,3,Loved the beaches!
720,961,576,5,A historical wonder
721,699,49,1,Incredible monument!
722,547,190,2,Loved the beaches!
723,526,948,4,A historical wonder
724,270,36,1,Incredible monument!
725,67,468,3,Loved the beaches!
726,94,225,2,A historical wonder
727,975,398,1,Incredible monument!
728,865,344,5,Loved the beaches!
729,608,158,1,A historical wonder
730,174,871,1,Incredible monument!
731,618,303,1,Loved the beaches!
732,456,655,3,A historical wonder
733,640,188,1,Incredible monument!
734,649,780,1,Loved the beaches!
735,806,447,4,A historical wonder
736,638,762,1,Incredible monument!
737,928,165,4,Loved the beaches!
738,587,418,1,A historical wonder
739,141,464,1,Incredible monument!
740,949,908,5,Loved the beaches!
741,830,838,1,A historical wonder
742,103,454,3,Incredible monument!
743,771,782,1,Loved the beaches!
744,859,746,2,A historical wonder
745,755,616,2,Incredible monument!
746,909,191,2,Loved the beaches!
747,808,969,5,A historical wonder
748,53,862,1,Incredible monument!
749,297,66,2,Loved the beaches!
750,646,832,1,A historical wonder
751,533,140,4,Incredible monument!
752,576,524,5,Loved the beaches!
753,132,898,5,A historical wonder
754,188,626,3,Incredible monument!
755,110,182,5,Loved the beaches!
756,349,914,5,A historical wonder
757,624,14,5,Incredible monument!
758,717,199,5,Loved the beaches!
759,348,454,5,A historical wonder
760,387,873,4,Incredible monument!
761,493,478,4,Loved the beaches!
762,243,884,4,A historical wonder
763,362,315,1,Incredible monument!
764,897,789,1,Loved the beaches!
765,825,836,2,A historical wonder
766,46,753,4,Incredible monument!
767,417,894,4,Loved the beaches!
768,889,52,3,A historical wonder
769,642,791,2,Incredible monument!
770,177,373,2,Loved the beaches!
771,782,869,2,A historical wonder
772,445,465,1,Incredible monument!
773,776,639,3,Loved the beaches!
774,997,187,4,A historical wonder
775,122,252,4,Incredible monument!
776,663,984,5,Loved the beaches!
777,645,859,3,A historical wonder
778,415,134,4,Incredible monument!
779,209,886,1,Loved the beaches!
780,389,427,3,A historical wonder
781,873,665,3,Incredible monument!
782,770,189,5,Loved the beaches!
783,464,4,3,A historical wonder
784,420,642,5,Incredible monument!
785,537,622,4,Loved the beaches!
786,628,489,5,A historical wonder
787,696,898,4,Incredible monument!
788,220,261,2,Loved the beaches!
789,775,867,1,A historical wonder
790,381,142,2,Incredible monument!
791,676,149,3,Loved the beaches!
792,625,433,4,A historical wonder
793,620,191,2,Incredible monument!
794,762,23,4,Loved the beaches!
795,699,140,2,A historical wonder
796,488,561,3,Incredible monument!
797,517,70,4,Loved the beaches!
798,459,705,5,A historical wonder
799,470,4,2,Incredible monument!
800,261,541,1,Loved the beaches!
801,992,213,1,A historical wonder
802,255,646,4,Incredible monument!
803,378,479,4,Loved the beaches!
804,643,197,1,A historical wonder
805,118,255,1,Incredible monument!
806,217,580,4,Loved the beaches!
807,347,21,3,A historical wonder
808,950,506,3,Incredible monument!
809,535,872,2,Loved the beaches!
810,814,272,1,A historical wonder
811,454,727,5,Incredible monument!
812,12,402,2,Loved the beaches!
813,222,258,3,A historical wonder
814,633,944,1,Incredible monument!
815,95,324,5,Loved the beaches!
816,164,709,4,A historical wonder
817,598,917,1,Incredible monument!
818,102,470,2,Loved the beaches!
819,317,852,1,A historical wonder
820,29,961,2,Incredible monument!
821,46,410,4,Loved the beaches!
822,130,385,2,A historical wonder
823,415,878,4,Incredible monument!
824,600,924,3,Loved the beaches!
825,598,641,4,A historical wonder
826,377,538,1,Incredible monument!
827,712,242,2,Loved the beaches!
828,784,364,4,A historical wonder
829,9,307,4,Incredible monument!
830,610,834,3,Loved the beaches!
831,287,126,4,A historical wonder
832,447,831,5,Incredible monument!
833,436,40,2,Loved the beaches!
834,160,730,5,A historical wonder
835,668,794,3,Incredible monument!
836,775,52,5,Loved the beaches!
837,82,877,4,A historical wonder
838,13,644,1,Incredible monument!
839,481,705,4,Loved the beaches!
840,341,660,2,A historical wonder
841,132,971,5,Incredible monument!
842,974,666,1,Loved the beaches!
843,977,970,3,A historical wonder
844,698,449,4,Incredible monument!
845,215,749,3,Loved the beaches!
846,121,428,1,A historical wonder
847,651,755,3,Incredible monument!
848,786,451,2,Loved the beaches!
849,523,71,1,A historical wonder
850,103,799,4,Incredible monument!
851,311,765,4,Loved the beaches!
852,464,286,2,A historical wonder
853,207,538,3,Incredible monument!
854,129,95,4,Loved the beaches!
855,791,961,5,A historical wonder
856,579,667,3,Incredible monument!
857,692,414,5,Loved the beaches!
858,364,693,4,A historical wonder
859,850,560,3,Incredible monument!
860,107,447,3,Loved the beaches!
861,946,446,2,A historical wonder
862,672,825,4,Incredible monument!
863,525,583,4,Loved the beaches!
864,305,31,4,A historical wonder
865,741,328,4,Incredible monument!
866,189,588,5,Loved the beaches!
867,860,788,2,A historical wonder
868,837,558,5,Incredible monument!
869,4,126,5,Loved the beaches!
870,207,70,3,A historical wonder
871,118,21,3,Incredible monument!
872,782,274,2,Loved the beaches!
873,857,529,4,A historical wonder
874,378,579,5,Incredible monument!
875,900,180,1,Loved the beaches!
876,769,307,5,A historical wonder
877,877,786,4,Incredible monument!
878,765,601,2,Loved the beaches!
879,878,813,4,A historical wonder
880,497,799,3,Incredible monument!
881,55,340,5,Loved the beaches!
882,707,244,4,A historical wonder
883,976,423,1,Incredible monument!
884,76,821,3,Loved the beaches!
885,920,40,4,A historical wonder
886,419,678,4,Incredible monument!
887,60,847,2,Loved the beaches!
888,732,55,2,A historical wonder
889,373,996,5,Incredible monument!
890,350,460,4,Loved the beaches!
891,875,898,5,A historical wonder
892,586,76,5,Incredible monument!
893,686,916,2,Loved the beaches!
894,945,190,5,A historical wonder
895,398,165,5,Incredible monument!
896,360,584,1,Loved the beaches!
897,966,161,2,A historical wonder
898,183,948,1,Incredible monument!
899,645,579,4,Loved the beaches!
900,975,508,1,A historical wonder
901,95,447,1,Incredible monument!
902,805,480,4,Loved the beaches!
903,391,443,5,A historical wonder
904,865,729,4,Incredible monument!
905,800,710,1,Loved the beaches!
906,339,664,5,A historical wonder
907,15,277,4,Incredible monument!
908,900,937,5,Loved the beaches!
909,365,917,5,A historical wonder
910,493,760,2,Incredible monument!
911,609,418,2,Loved the beaches!
912,193,461,5,A historical wonder
913,649,803,5,Incredible monument!
914,936,862,3,Loved the beaches!
915,682,864,3,A historical wonder
916,704,444,1,Incredible monument!
917,551,117,2,Loved the beaches!
918,598,95,2,A historical wonder
919,654,287,4,Incredible monument!
920,295,471,4,Loved the beaches!
921,660,674,4,A historical wonder
922,942,461,5,Incredible monument!
923,777,4,5,Loved the beaches!
924,263,226,1,A historical wonder
925,695,261,4,Incredible monument!
926,690,925,1,Loved the beaches!
927,510,451,3,A historical wonder
928,509,584,4,Incredible monument!
929,598,321,5,Loved the beaches!
930,532,532,1,A historical wonder
931,40,252,3,Incredible monument!
932,975,220,3,Loved the beaches!
933,296,70,5,A historical wonder
934,348,840,1,Incredible monument!
935,683,847,2,Loved the beaches!
936,166,901,3,A historical wonder
937,514,826,3,Incredible monument!
938,575,993,3,Loved the beaches!
939,279,798,2,A historical wonder
940,724,513,5,Incredible monument!
941,90,842,4,Loved the beaches!
942,960,475,3,A historical wonder
943,632,188,1,Incredible monument!
944,514,68,3,Loved the beaches!
945,215,889,5,A historical wonder
946,626,446,1,Incredible monument!
947,949,521,5,Loved the beaches!
948,314,702,4,A historical wonder
949,166,990,1,Incredible monument!
950,961,569,2,Loved the beaches!
951,419,240,4,A historical wonder
952,300,350,1,Incredible monument!
953,429,78,3,Loved the beaches!
954,621,936,3,A historical wonder
955,168,471,1,Incredible monument!
956,346,682,3,Loved the beaches!
957,510,311,1,A historical wonder
958,249,620,4,Incredible monument!
959,113,16,2,Loved the beaches!
960,819,523,3,A historical wonder
961,769,781,1,Incredible monument!
962,757,820,5,Loved the beaches!
963,451,970,5,A historical wonder
964,702,650,5,Incredible monument!
965,544,46,2,Loved the beaches!
966,935,454,1,A historical wonder
967,840,942,1,Incredible monument!
968,634,695,4,Loved the beaches!
969,555,668,3,A historical wonder
970,831,58,5,Incredible monument!
971,127,439,3,Loved the beaches!
972,289,63,1,A historical wonder
973,749,383,4,Incredible monument!
974,926,237,5,Loved the beaches!
975,387,736,5,A historical wonder
976,803,741,4,Incredible monument!
977,537,338,1,Loved the beaches!
978,831,20,3,A historical wonder
979,32,389,5,Incredible monument!
980,64,603,1,Loved the beaches!
981,90,86,1,A historical wonder
982,914,111,2,Incredible monument!
983,376,616,1,Loved the beaches!
984,144,246,2,A historical wonder
985,687,994,4,Incredible monument!
986,611,505,3,Loved the beaches!
987,179,170,1,A historical wonder
988,386,908,3,Incredible monument!
989,469,858,4,Loved the beaches!
990,240,464,1,A historical wonder
991,701,850,3,Incredible monument!
992,80,857,5,Loved the beaches!
993,625,661,3,A historical wonder
994,832,125,5,Incredible monument!
995,231,346,5,Loved the beaches!
996,140,140,3,A historical wonder
997,823,858,5,Incredible monument!
998,279,839,2,Loved the beaches!
999,705,253,4,A historical wonder
